vendor_geohash,day,hour,per_15min,order_count,day_of_week
wsqq0,2,8,1,5.0,1
wsqq0,2,8,2,7.0,1
wsqq0,2,8,3,13.0,1
wsqq0,2,9,0,9.0,1
wsqq0,2,9,1,15.0,1
wsqq0,2,9,2,10.0,1
wsqq0,2,9,3,9.0,1
wsqq0,2,10,0,20.0,1
wsqq0,2,10,1,9.0,1
wsqq0,2,10,2,8.0,1
wsqq0,2,10,3,14.0,1
wsqq0,2,11,0,28.0,1
wsqq0,2,11,1,29.0,1
wsqq0,2,11,2,23.0,1
wsqq0,2,11,3,29.0,1
wsqq0,2,12,0,33.0,1
wsqq0,2,12,1,26.0,1
wsqq0,2,12,2,18.0,1
wsqq0,2,12,3,15.0,1
wsqq0,2,13,0,18.0,1
wsqq0,2,13,1,19.0,1
wsqq0,2,13,2,20.0,1
wsqq0,2,13,3,13.0,1
wsqq0,2,14,0,11.0,1
wsqq0,2,14,1,10.0,1
wsqq0,2,14,2,15.0,1
wsqq0,2,14,3,9.0,1
wsqq0,2,15,0,16.0,1
wsqq0,2,15,1,7.0,1
wsqq0,2,15,2,14.0,1
wsqq0,2,15,3,8.0,1
wsqq0,2,16,0,7.0,1
wsqq0,2,16,1,14.0,1
wsqq0,2,16,2,10.0,1
wsqq0,2,16,3,16.0,1
wsqq0,2,17,0,18.0,1
wsqq0,2,17,1,21.0,1
wsqq0,2,17,2,28.0,1
wsqq0,2,17,3,33.0,1
wsqq0,2,18,0,18.0,1
wsqq0,2,18,1,24.0,1
wsqq0,2,18,2,19.0,1
wsqq0,2,18,3,27.0,1
wsqq0,2,19,0,16.0,1
wsqq0,2,19,1,17.0,1
wsqq0,2,19,2,26.0,1
wsqq0,2,19,3,15.0,1
wsqq0,2,20,0,17.0,1
wsqq0,2,20,1,16.0,1
wsqq0,2,20,2,15.0,1
wsqq0,2,20,3,10.0,1
wsqq0,2,21,0,11.0,1
wsqq0,2,21,1,12.0,1
wsqq0,2,21,2,10.0,1
wsqq0,2,21,3,17.0,1
wsqq0,2,22,0,3.0,1
wsqq0,2,22,1,10.0,1
wsqq0,2,22,2,13.0,1
wsqq0,2,22,3,7.0,1
wsqq0,2,23,0,6.0,1
wsqq0,2,23,1,11.0,1
wsqq0,2,23,2,3.0,1
wsqq0,2,23,3,6.0,1
wsqq0,3,0,0,6.0,2
wsqq0,3,0,1,4.0,2
wsqq0,3,0,2,4.0,2
wsqq0,3,0,3,6.0,2
wsqq0,3,1,0,3.0,2
wsqq0,3,1,1,5.0,2
wsqq0,3,1,2,2.0,2
wsqq0,3,1,3,2.0,2
wsqq0,3,2,0,0.0,2
wsqq0,3,2,1,1.0,2
wsqq0,3,2,2,2.0,2
wsqq0,3,2,3,2.0,2
wsqq0,3,3,0,0.0,2
wsqq0,3,3,1,1.0,2
wsqq0,3,3,2,2.0,2
wsqq0,3,3,3,1.0,2
wsqq0,3,4,0,0.0,2
wsqq0,3,4,1,0.0,2
wsqq0,3,4,2,0.0,2
wsqq0,3,4,3,1.0,2
wsqq0,3,5,0,1.0,2
wsqq0,3,5,1,1.0,2
wsqq0,3,5,2,0.0,2
wsqq0,3,5,3,2.0,2
wsqq0,3,6,0,3.0,2
wsqq0,3,6,1,2.0,2
wsqq0,3,6,2,2.0,2
wsqq0,3,6,3,1.0,2
wsqq0,3,7,0,0.0,2
wsqq0,3,7,1,5.0,2
wsqq0,3,7,2,3.0,2
wsqq0,3,7,3,13.0,2
wsqq0,3,8,0,10.0,2
wsqq0,3,8,1,10.0,2
wsqq0,3,8,2,13.0,2
wsqq0,3,8,3,13.0,2
wsqq0,3,9,0,7.0,2
wsqq0,3,9,1,5.0,2
wsqq0,3,9,2,9.0,2
wsqq0,3,9,3,9.0,2
wsqq0,3,10,0,9.0,2
wsqq0,3,10,1,12.0,2
wsqq0,3,10,2,18.0,2
wsqq0,3,10,3,16.0,2
wsqq0,3,11,0,28.0,2
wsqq0,3,11,1,32.0,2
wsqq0,3,11,2,25.0,2
wsqq0,3,11,3,25.0,2
wsqq0,3,12,0,23.0,2
wsqq0,3,12,1,30.0,2
wsqq0,3,12,2,30.0,2
wsqq0,3,12,3,16.0,2
wsqq0,3,13,0,26.0,2
wsqq0,3,13,1,16.0,2
wsqq0,3,13,2,15.0,2
wsqq0,3,13,3,8.0,2
wsqq0,3,14,0,15.0,2
wsqq0,3,14,1,13.0,2
wsqq0,3,14,2,10.0,2
wsqq0,3,14,3,16.0,2
wsqq0,3,15,0,8.0,2
wsqq0,3,15,1,17.0,2
wsqq0,3,15,2,8.0,2
wsqq0,3,15,3,8.0,2
wsqq0,3,16,0,14.0,2
wsqq0,3,16,1,19.0,2
wsqq0,3,16,2,18.0,2
wsqq0,3,16,3,16.0,2
wsqq0,3,17,0,18.0,2
wsqq0,3,17,1,17.0,2
wsqq0,3,17,2,26.0,2
wsqq0,3,17,3,26.0,2
wsqq0,3,18,0,28.0,2
wsqq0,3,18,1,37.0,2
wsqq0,3,18,2,27.0,2
wsqq0,3,18,3,34.0,2
wsqq0,3,19,0,20.0,2
wsqq0,3,19,1,22.0,2
wsqq0,3,19,2,19.0,2
wsqq0,3,19,3,14.0,2
wsqq0,3,20,0,26.0,2
wsqq0,3,20,1,19.0,2
wsqq0,3,20,2,13.0,2
wsqq0,3,20,3,24.0,2
wsqq0,3,21,0,25.0,2
wsqq0,3,21,1,14.0,2
wsqq0,3,21,2,9.0,2
wsqq0,3,21,3,18.0,2
wsqq0,3,22,0,13.0,2
wsqq0,3,22,1,13.0,2
wsqq0,3,22,2,10.0,2
wsqq0,3,22,3,11.0,2
wsqq0,3,23,0,5.0,2
wsqq0,3,23,1,6.0,2
wsqq0,3,23,2,8.0,2
wsqq0,3,23,3,5.0,2
wsqq0,4,0,0,7.0,3
wsqq0,4,0,1,4.0,3
wsqq0,4,0,2,9.0,3
wsqq0,4,0,3,2.0,3
wsqq0,4,1,0,5.0,3
wsqq0,4,1,1,1.0,3
wsqq0,4,1,2,3.0,3
wsqq0,4,1,3,2.0,3
wsqq0,4,2,0,2.0,3
wsqq0,4,2,1,0.0,3
wsqq0,4,2,2,1.0,3
wsqq0,4,2,3,2.0,3
wsqq0,4,3,0,1.0,3
wsqq0,4,3,1,0.0,3
wsqq0,4,3,2,3.0,3
wsqq0,4,3,3,0.0,3
wsqq0,4,4,0,2.0,3
wsqq0,4,4,1,0.0,3
wsqq0,4,4,2,1.0,3
wsqq0,4,4,3,1.0,3
wsqq0,4,5,0,0.0,3
wsqq0,4,5,1,0.0,3
wsqq0,4,5,2,2.0,3
wsqq0,4,5,3,1.0,3
wsqq0,4,6,0,3.0,3
wsqq0,4,6,1,0.0,3
wsqq0,4,6,2,5.0,3
wsqq0,4,6,3,0.0,3
wsqq0,4,7,0,6.0,3
wsqq0,4,7,1,5.0,3
wsqq0,4,7,2,6.0,3
wsqq0,4,7,3,6.0,3
wsqq0,4,8,0,4.0,3
wsqq0,4,8,1,8.0,3
wsqq0,4,8,2,9.0,3
wsqq0,4,8,3,6.0,3
wsqq0,4,9,0,5.0,3
wsqq0,4,9,1,14.0,3
wsqq0,4,9,2,11.0,3
wsqq0,4,9,3,6.0,3
wsqq0,4,10,0,14.0,3
wsqq0,4,10,1,8.0,3
wsqq0,4,10,2,18.0,3
wsqq0,4,10,3,18.0,3
wsqq0,4,11,0,21.0,3
wsqq0,4,11,1,31.0,3
wsqq0,4,11,2,34.0,3
wsqq0,4,11,3,28.0,3
wsqq0,4,12,0,24.0,3
wsqq0,4,12,1,30.0,3
wsqq0,4,12,2,19.0,3
wsqq0,4,12,3,24.0,3
wsqq0,4,13,0,16.0,3
wsqq0,4,13,1,16.0,3
wsqq0,4,13,2,19.0,3
wsqq0,4,13,3,13.0,3
wsqq0,4,14,0,11.0,3
wsqq0,4,14,1,14.0,3
wsqq0,4,14,2,10.0,3
wsqq0,4,14,3,9.0,3
wsqq0,4,15,0,8.0,3
wsqq0,4,15,1,13.0,3
wsqq0,4,15,2,7.0,3
wsqq0,4,15,3,15.0,3
wsqq0,4,16,0,20.0,3
wsqq0,4,16,1,18.0,3
wsqq0,4,16,2,14.0,3
wsqq0,4,16,3,13.0,3
wsqq0,4,17,0,17.0,3
wsqq0,4,17,1,14.0,3
wsqq0,4,17,2,38.0,3
wsqq0,4,17,3,26.0,3
wsqq0,4,18,0,26.0,3
wsqq0,4,18,1,36.0,3
wsqq0,4,18,2,18.0,3
wsqq0,4,18,3,26.0,3
wsqq0,4,19,0,18.0,3
wsqq0,4,19,1,18.0,3
wsqq0,4,19,2,26.0,3
wsqq0,4,19,3,23.0,3
wsqq0,4,20,0,16.0,3
wsqq0,4,20,1,25.0,3
wsqq0,4,20,2,15.0,3
wsqq0,4,20,3,13.0,3
wsqq0,4,21,0,7.0,3
wsqq0,4,21,1,10.0,3
wsqq0,4,21,2,13.0,3
wsqq0,4,21,3,12.0,3
wsqq0,4,22,0,8.0,3
wsqq0,4,22,1,11.0,3
wsqq0,4,22,2,5.0,3
wsqq0,4,22,3,7.0,3
wsqq0,4,23,0,5.0,3
wsqq0,4,23,1,10.0,3
wsqq0,4,23,2,3.0,3
wsqq0,4,23,3,10.0,3
wsqq0,5,0,0,6.0,4
wsqq0,5,0,1,9.0,4
wsqq0,5,0,2,2.0,4
wsqq0,5,0,3,5.0,4
wsqq0,5,1,0,2.0,4
wsqq0,5,1,1,4.0,4
wsqq0,5,1,2,1.0,4
wsqq0,5,1,3,0.0,4
wsqq0,5,2,0,2.0,4
wsqq0,5,2,1,1.0,4
wsqq0,5,2,2,0.0,4
wsqq0,5,2,3,1.0,4
wsqq0,5,3,0,3.0,4
wsqq0,5,3,1,1.0,4
wsqq0,5,3,2,0.0,4
wsqq0,5,3,3,0.0,4
wsqq0,5,4,0,0.0,4
wsqq0,5,4,1,0.0,4
wsqq0,5,4,2,1.0,4
wsqq0,5,4,3,0.0,4
wsqq0,5,5,0,0.0,4
wsqq0,5,5,1,1.0,4
wsqq0,5,5,2,0.0,4
wsqq0,5,5,3,0.0,4
wsqq0,5,6,0,1.0,4
wsqq0,5,6,1,3.0,4
wsqq0,5,6,2,1.0,4
wsqq0,5,6,3,5.0,4
wsqq0,5,7,0,7.0,4
wsqq0,5,7,1,4.0,4
wsqq0,5,7,2,8.0,4
wsqq0,5,7,3,4.0,4
wsqq0,5,8,0,7.0,4
wsqq0,5,8,1,7.0,4
wsqq0,5,8,2,5.0,4
wsqq0,5,8,3,9.0,4
wsqq0,5,9,0,10.0,4
wsqq0,5,9,1,18.0,4
wsqq0,5,9,2,16.0,4
wsqq0,5,9,3,10.0,4
wsqq0,5,10,0,6.0,4
wsqq0,5,10,1,11.0,4
wsqq0,5,10,2,18.0,4
wsqq0,5,10,3,19.0,4
wsqq0,5,11,0,30.0,4
wsqq0,5,11,1,35.0,4
wsqq0,5,11,2,33.0,4
wsqq0,5,11,3,21.0,4
wsqq0,5,12,0,25.0,4
wsqq0,5,12,1,20.0,4
wsqq0,5,12,2,21.0,4
wsqq0,5,12,3,22.0,4
wsqq0,5,13,0,21.0,4
wsqq0,5,13,1,17.0,4
wsqq0,5,13,2,12.0,4
wsqq0,5,13,3,19.0,4
wsqq0,5,14,0,10.0,4
wsqq0,5,14,1,8.0,4
wsqq0,5,14,2,12.0,4
wsqq0,5,14,3,8.0,4
wsqq0,5,15,0,17.0,4
wsqq0,5,15,1,9.0,4
wsqq0,5,15,2,14.0,4
wsqq0,5,15,3,7.0,4
wsqq0,5,16,0,9.0,4
wsqq0,5,16,1,12.0,4
wsqq0,5,16,2,17.0,4
wsqq0,5,16,3,14.0,4
wsqq0,5,17,0,14.0,4
wsqq0,5,17,1,26.0,4
wsqq0,5,17,2,26.0,4
wsqq0,5,17,3,20.0,4
wsqq0,5,18,0,30.0,4
wsqq0,5,18,1,20.0,4
wsqq0,5,18,2,33.0,4
wsqq0,5,18,3,37.0,4
wsqq0,5,19,0,20.0,4
wsqq0,5,19,1,22.0,4
wsqq0,5,19,2,20.0,4
wsqq0,5,19,3,17.0,4
wsqq0,5,20,0,22.0,4
wsqq0,5,20,1,15.0,4
wsqq0,5,20,2,20.0,4
wsqq0,5,20,3,20.0,4
wsqq0,5,21,0,13.0,4
wsqq0,5,21,1,16.0,4
wsqq0,5,21,2,9.0,4
wsqq0,5,21,3,15.0,4
wsqq0,5,22,0,7.0,4
wsqq0,5,22,1,10.0,4
wsqq0,5,22,2,9.0,4
wsqq0,5,22,3,13.0,4
wsqq0,5,23,0,9.0,4
wsqq0,5,23,1,9.0,4
wsqq0,5,23,2,10.0,4
wsqq0,5,23,3,5.0,4
wsqq0,6,0,0,7.0,5
wsqq0,6,0,1,6.0,5
wsqq0,6,0,2,4.0,5
wsqq0,6,0,3,3.0,5
wsqq0,6,1,0,4.0,5
wsqq0,6,1,1,6.0,5
wsqq0,6,1,2,2.0,5
wsqq0,6,1,3,4.0,5
wsqq0,6,2,0,3.0,5
wsqq0,6,2,1,3.0,5
wsqq0,6,2,2,0.0,5
wsqq0,6,2,3,2.0,5
wsqq0,6,3,0,2.0,5
wsqq0,6,3,1,1.0,5
wsqq0,6,3,2,1.0,5
wsqq0,6,3,3,2.0,5
wsqq0,6,4,0,1.0,5
wsqq0,6,4,1,2.0,5
wsqq0,6,4,2,2.0,5
wsqq0,6,4,3,2.0,5
wsqq0,6,5,0,0.0,5
wsqq0,6,5,1,2.0,5
wsqq0,6,5,2,1.0,5
wsqq0,6,5,3,1.0,5
wsqq0,6,6,0,1.0,5
wsqq0,6,6,1,1.0,5
wsqq0,6,6,2,4.0,5
wsqq0,6,6,3,5.0,5
wsqq0,6,7,0,5.0,5
wsqq0,6,7,1,3.0,5
wsqq0,6,7,2,6.0,5
wsqq0,6,7,3,6.0,5
wsqq0,6,8,0,7.0,5
wsqq0,6,8,1,10.0,5
wsqq0,6,8,2,4.0,5
wsqq0,6,8,3,7.0,5
wsqq0,6,9,0,7.0,5
wsqq0,6,9,1,11.0,5
wsqq0,6,9,2,11.0,5
wsqq0,6,9,3,6.0,5
wsqq0,6,10,0,11.0,5
wsqq0,6,10,1,20.0,5
wsqq0,6,10,2,13.0,5
wsqq0,6,10,3,19.0,5
wsqq0,6,11,0,24.0,5
wsqq0,6,11,1,39.0,5
wsqq0,6,11,2,37.0,5
wsqq0,6,11,3,26.0,5
wsqq0,6,12,0,29.0,5
wsqq0,6,12,1,20.0,5
wsqq0,6,12,2,20.0,5
wsqq0,6,12,3,17.0,5
wsqq0,6,13,0,22.0,5
wsqq0,6,13,1,26.0,5
wsqq0,6,13,2,19.0,5
wsqq0,6,13,3,16.0,5
wsqq0,6,14,0,12.0,5
wsqq0,6,14,1,15.0,5
wsqq0,6,14,2,13.0,5
wsqq0,6,14,3,15.0,5
wsqq0,6,15,0,14.0,5
wsqq0,6,15,1,17.0,5
wsqq0,6,15,2,12.0,5
wsqq0,6,15,3,12.0,5
wsqq0,6,16,0,11.0,5
wsqq0,6,16,1,9.0,5
wsqq0,6,16,2,6.0,5
wsqq0,6,16,3,17.0,5
wsqq0,6,17,0,19.0,5
wsqq0,6,17,1,30.0,5
wsqq0,6,17,2,28.0,5
wsqq0,6,17,3,27.0,5
wsqq0,6,18,0,33.0,5
wsqq0,6,18,1,37.0,5
wsqq0,6,18,2,33.0,5
wsqq0,6,18,3,26.0,5
wsqq0,6,19,0,30.0,5
wsqq0,6,19,1,22.0,5
wsqq0,6,19,2,20.0,5
wsqq0,6,19,3,18.0,5
wsqq0,6,20,0,24.0,5
wsqq0,6,20,1,21.0,5
wsqq0,6,20,2,24.0,5
wsqq0,6,20,3,19.0,5
wsqq0,6,21,0,10.0,5
wsqq0,6,21,1,20.0,5
wsqq0,6,21,2,11.0,5
wsqq0,6,21,3,10.0,5
wsqq0,6,22,0,11.0,5
wsqq0,6,22,1,10.0,5
wsqq0,6,22,2,12.0,5
wsqq0,6,22,3,12.0,5
wsqq0,6,23,0,15.0,5
wsqq0,6,23,1,17.0,5
wsqq0,6,23,2,6.0,5
wsqq0,6,23,3,5.0,5
wsqq0,7,0,0,6.0,6
wsqq0,7,0,1,6.0,6
wsqq0,7,0,2,9.0,6
wsqq0,7,0,3,6.0,6
wsqq0,7,1,0,6.0,6
wsqq0,7,1,1,4.0,6
wsqq0,7,1,2,0.0,6
wsqq0,7,1,3,2.0,6
wsqq0,7,2,0,3.0,6
wsqq0,7,2,1,2.0,6
wsqq0,7,2,2,2.0,6
wsqq0,7,2,3,2.0,6
wsqq0,7,3,0,1.0,6
wsqq0,7,3,1,2.0,6
wsqq0,7,3,2,1.0,6
wsqq0,7,3,3,0.0,6
wsqq0,7,4,0,0.0,6
wsqq0,7,4,1,2.0,6
wsqq0,7,4,2,0.0,6
wsqq0,7,4,3,0.0,6
wsqq0,7,5,0,0.0,6
wsqq0,7,5,1,0.0,6
wsqq0,7,5,2,3.0,6
wsqq0,7,5,3,0.0,6
wsqq0,7,6,0,0.0,6
wsqq0,7,6,1,2.0,6
wsqq0,7,6,2,1.0,6
wsqq0,7,6,3,2.0,6
wsqq0,7,7,0,10.0,6
wsqq0,7,7,1,8.0,6
wsqq0,7,7,2,4.0,6
wsqq0,7,7,3,8.0,6
wsqq0,7,8,0,9.0,6
wsqq0,7,8,1,6.0,6
wsqq0,7,8,2,8.0,6
wsqq0,7,8,3,9.0,6
wsqq0,7,9,0,9.0,6
wsqq0,7,9,1,16.0,6
wsqq0,7,9,2,10.0,6
wsqq0,7,9,3,11.0,6
wsqq0,7,10,0,13.0,6
wsqq0,7,10,1,17.0,6
wsqq0,7,10,2,13.0,6
wsqq0,7,10,3,15.0,6
wsqq0,7,11,0,23.0,6
wsqq0,7,11,1,23.0,6
wsqq0,7,11,2,26.0,6
wsqq0,7,11,3,25.0,6
wsqq0,7,12,0,40.0,6
wsqq0,7,12,1,23.0,6
wsqq0,7,12,2,37.0,6
wsqq0,7,12,3,22.0,6
wsqq0,7,13,0,23.0,6
wsqq0,7,13,1,21.0,6
wsqq0,7,13,2,17.0,6
wsqq0,7,13,3,15.0,6
wsqq0,7,14,0,14.0,6
wsqq0,7,14,1,17.0,6
wsqq0,7,14,2,13.0,6
wsqq0,7,14,3,16.0,6
wsqq0,7,15,0,19.0,6
wsqq0,7,15,1,10.0,6
wsqq0,7,15,2,11.0,6
wsqq0,7,15,3,10.0,6
wsqq0,7,16,0,15.0,6
wsqq0,7,16,1,15.0,6
wsqq0,7,16,2,10.0,6
wsqq0,7,16,3,9.0,6
wsqq0,7,17,0,15.0,6
wsqq0,7,17,1,29.0,6
wsqq0,7,17,2,31.0,6
wsqq0,7,17,3,36.0,6
wsqq0,7,18,0,30.0,6
wsqq0,7,18,1,40.0,6
wsqq0,7,18,2,36.0,6
wsqq0,7,18,3,28.0,6
wsqq0,7,19,0,21.0,6
wsqq0,7,19,1,15.0,6
wsqq0,7,19,2,31.0,6
wsqq0,7,19,3,16.0,6
wsqq0,7,20,0,21.0,6
wsqq0,7,20,1,21.0,6
wsqq0,7,20,2,16.0,6
wsqq0,7,20,3,18.0,6
wsqq0,7,21,0,13.0,6
wsqq0,7,21,1,11.0,6
wsqq0,7,21,2,13.0,6
wsqq0,7,21,3,12.0,6
wsqq0,7,22,0,15.0,6
wsqq0,7,22,1,10.0,6
wsqq0,7,22,2,9.0,6
wsqq0,7,22,3,8.0,6
wsqq0,7,23,0,11.0,6
wsqq0,7,23,1,7.0,6
wsqq0,7,23,2,6.0,6
wsqq0,7,23,3,9.0,6
wsqq0,8,0,0,9.0,0
wsqq0,8,0,1,8.0,0
wsqq0,8,0,2,10.0,0
wsqq0,8,0,3,4.0,0
wsqq0,8,1,0,2.0,0
wsqq0,8,1,1,4.0,0
